No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
207 ,6.36E-01,5.07E-01,5.51E-02,1.00E+00,6.22E-01,6.91E-01,4.40E+01
208 ,4.54E-01,8.79E-01,9.93E-02,3.00E-01,5.21E-01,6.84E-01,3.42E+01
209 ,9.06E-02,2.63E-01,2.07E-01,1.00E-01,2.42E-01,8.08E-01,2.62E+01
210 ,1.81E-01,7.95E-01,2.36E-02,8.00E-01,5.02E-01,7.46E-01,4.09E+01
211 ,9.09E-01,1.19E-01,5.68E-02,5.00E-01,5.73E-01,7.43E-01,5.22E+01
212 ,4.54E-01,0.00E+00,3.88E-02,1.00E-01,5.18E-01,6.15E-01,4.35E+01
213 ,7.27E-01,4.02E-01,2.76E-01,2.00E-01,6.62E-01,5.11E-01,3.11E+01
214 ,4.54E-01,1.42E-01,1.04E-02,9.00E-01,5.12E-01,7.50E-01,5.80E+01
215 ,1.00E+00,4.13E-01,2.72E-01,3.00E-01,4.27E-01,4.46E-01,2.09E+01
216 ,7.27E-01,4.38E-01,5.57E-02,8.00E-01,4.84E-01,7.68E-01,4.81E+01
217 ,6.36E-01,8.63E-01,8.78E-02,1.00E-01,4.78E-01,6.69E-01,3.97E+01
218 ,2.73E-01,6.39E-01,5.40E-02,6.00E-01,5.61E-01,7.30E-01,4.08E+01
219 ,8.19E-01,3.11E-01,7.25E-02,5.00E-01,4.01E-01,6.88E-01,4.38E+01
220 ,9.06E-02,6.69E-01,7.83E-02,8.00E-01,5.93E-01,6.80E-01,4.02E+01
221 ,7.27E-01,8.49E-01,2.52E-02,9.00E-01,5.45E-01,7.45E-01,7.83E+01
222 ,7.27E-01,2.05E-01,2.13E-01,0.00E+00,6.50E-01,5.83E-01,3.85E+01
223 ,1.00E+00,6.99E-01,6.31E-02,1.00E+00,5.96E-01,6.89E-01,4.85E+01
224 ,6.36E-01,2.08E-01,2.13E-01,0.00E+00,6.50E-01,5.83E-01,4.23E+01
225 ,7.27E-01,7.88E-01,4.66E-02,6.00E-01,5.58E-01,7.35E-01,4.60E+01
226 ,6.36E-01,2.51E-02,2.63E-02,6.00E-01,4.08E-01,7.26E-01,4.90E+01
227 ,3.64E-01,3.77E-01,6.28E-01,0.00E+00,1.15E-01,3.27E-01,1.28E+01
228 ,2.73E-01,7.40E-01,3.74E-02,8.00E-01,5.88E-01,7.15E-01,4.02E+01
229 ,8.19E-01,2.72E-01,4.87E-01,0.00E+00,8.37E-01,4.77E-01,4.66E+01
230 ,1.00E+00,7.08E-01,1.75E-01,0.00E+00,2.04E-01,6.19E-01,1.90E+01
231 ,9.09E-01,9.13E-02,3.29E-01,3.00E-01,3.75E-01,4.24E-01,3.34E+01
232 ,1.81E-01,3.70E-01,6.27E-01,0.00E+00,1.25E-01,3.24E-01,1.47E+01
233 ,2.73E-01,6.19E-01,6.79E-01,1.00E-01,2.21E-01,2.41E-01,1.74E+01
234 ,7.27E-01,9.06E-01,4.80E-02,9.00E-01,5.83E-01,7.09E-01,3.24E+01
235 ,6.36E-01,1.83E-01,3.39E-01,4.00E-01,3.39E-01,4.32E-01,2.39E+01
236 ,9.06E-02,2.95E-01,3.52E-02,7.00E-01,4.12E-01,7.49E-01,3.93E+01
237 ,5.46E-01,8.22E-02,5.42E-02,1.00E+00,6.20E-01,6.91E-01,6.19E+01
238 ,5.46E-01,2.97E-01,1.10E-01,0.00E+00,5.41E-01,5.57E-01,3.90E+01
239 ,4.54E-01,2.92E-01,1.10E-01,0.00E+00,5.41E-01,5.57E-01,4.06E+01
240 ,9.09E-01,4.13E-01,1.26E-01,0.00E+00,3.79E-01,7.99E-01,2.97E+01
241 ,4.54E-01,2.51E-01,2.61E-01,2.00E-01,3.88E-01,4.65E-01,2.88E+01
242 ,9.09E-01,3.13E-01,3.52E-02,7.00E-01,4.12E-01,7.49E-01,4.14E+01
243 ,1.81E-01,4.57E-02,3.18E-01,3.00E-01,3.82E-01,4.29E-01,3.34E+01
244 ,8.19E-01,7.49E-01,2.80E-02,8.00E-01,6.09E-01,7.08E-01,4.82E+01
245 ,4.54E-01,1.10E-01,2.38E-01,3.00E-01,4.85E-01,4.61E-01,2.17E+01
246 ,8.19E-01,1.71E-01,9.53E-02,5.00E-01,4.91E-01,8.05E-01,4.08E+01
247 ,8.19E-01,3.74E-01,5.67E-02,6.00E-01,3.88E-01,7.46E-01,4.06E+01
248 ,7.27E-01,4.95E-01,1.60E-01,0.00E+00,3.64E-01,8.17E-01,2.31E+01
249 ,3.64E-01,4.34E-01,1.52E-01,0.00E+00,3.82E-01,8.19E-01,2.23E+01
250 ,1.81E-01,4.11E-01,9.72E-01,1.00E-01,3.07E-01,1.76E-02,1.50E+01
251 ,5.46E-01,8.95E-01,6.21E-02,7.00E-01,5.12E-01,7.08E-01,3.00E+01
252 ,2.73E-01,7.24E-01,1.76E-01,0.00E+00,2.12E-01,6.11E-01,1.38E+01
253 ,1.81E-01,1.35E-01,1.04E-02,9.00E-01,5.12E-01,7.50E-01,5.27E+01
254 ,0.00E+00,6.94E-01,2.65E-01,2.00E-01,3.95E-01,4.60E-01,2.59E+01
255 ,0.00E+00,2.51E-02,4.74E-02,5.00E-01,6.12E-01,7.59E-01,5.18E+01
256 ,8.19E-01,7.19E-01,8.49E-01,1.00E-01,2.29E-01,1.19E-01,1.74E+01
257 ,0.00E+00,3.33E-01,4.89E-02,1.00E-01,5.23E-01,6.25E-01,2.65E+01
258 ,6.36E-01,3.95E-01,6.51E-02,1.00E-01,5.20E-01,5.80E-01,4.39E+01
259 ,8.19E-01,0.00E+00,4.17E-02,6.00E-01,5.50E-01,7.66E-01,6.33E+01
260 ,4.54E-01,4.04E-01,1.26E-01,0.00E+00,3.79E-01,7.99E-01,2.88E+01
261 ,6.36E-01,3.88E-01,2.26E-01,4.00E-01,4.68E-01,4.69E-01,3.07E+01
262 ,5.46E-01,3.70E-01,3.50E-01,3.00E-01,3.25E-01,4.32E-01,2.44E+01
263 ,2.73E-01,3.63E-01,4.11E-02,5.00E-01,6.05E-01,7.54E-01,5.30E+01
264 ,8.19E-01,8.90E-02,3.29E-01,3.00E-01,3.75E-01,4.24E-01,3.17E+01
265 ,5.46E-01,7.44E-01,7.27E-02,7.00E-01,4.56E-01,7.73E-01,4.06E+01
266 ,1.81E-01,3.58E-01,1.23E-01,4.00E-01,5.67E-01,6.59E-01,3.81E+01
267 ,6.36E-01,4.06E-01,2.72E-01,3.00E-01,4.27E-01,4.46E-01,2.37E+01
268 ,1.81E-01,7.92E-01,7.11E-02,5.00E-01,5.12E-01,7.02E-01,4.11E+01
269 ,8.19E-01,3.93E-01,5.68E-02,5.00E-01,5.73E-01,7.43E-01,4.01E+01
270 ,3.64E-01,4.02E-01,1.26E-01,0.00E+00,3.79E-01,7.99E-01,2.30E+01
271 ,7.27E-01,2.47E-01,3.55E-02,1.00E-01,5.15E-01,6.14E-01,1.18E+02
272 ,2.73E-01,4.04E-01,6.62E-02,8.00E-01,4.53E-01,7.70E-01,2.65E+01
273 ,9.06E-02,2.97E-01,7.25E-02,5.00E-01,4.01E-01,6.88E-01,4.05E+01
274 ,8.19E-01,3.01E-01,2.27E-02,1.00E-01,5.05E-01,6.07E-01,2.93E+01
275 ,5.46E-01,6.28E-01,5.73E-02,7.00E-01,4.97E-01,7.16E-01,4.10E+01
276 ,0.00E+00,3.42E-02,0.00E+00,7.00E-01,4.32E-01,7.28E-01,4.97E+01
277 ,3.64E-01,4.36E-01,6.77E-02,5.00E-01,2.69E-01,7.16E-01,3.40E+01
278 ,8.19E-01,4.84E-01,3.34E-01,3.00E-01,3.77E-01,4.19E-01,2.77E+01
279 ,9.06E-02,0.00E+00,2.86E-02,6.00E-01,2.92E-01,7.00E-01,4.40E+01
280 ,8.19E-01,5.94E-02,2.37E-01,3.00E-01,4.63E-01,4.62E-01,3.11E+01
281 ,6.36E-01,5.25E-02,2.49E-02,6.00E-01,4.09E-01,7.26E-01,4.54E+01
282 ,7.27E-01,1.07E-01,5.64E-02,9.00E-01,5.95E-01,6.94E-01,4.48E+01
283 ,2.73E-01,4.57E-02,2.22E-01,1.00E-01,2.32E-01,8.14E-01,2.56E+01
284 ,8.19E-01,7.65E-01,3.02E-01,2.00E-01,6.63E-01,4.84E-01,2.35E+01
285 ,2.73E-01,3.42E-01,5.57E-02,7.00E-01,4.28E-01,7.67E-01,3.44E+01
286 ,5.46E-01,6.87E-01,1.07E-01,3.00E-01,5.21E-01,6.78E-01,5.53E+01
287 ,2.73E-01,1.35E-01,1.04E-02,9.00E-01,5.12E-01,7.50E-01,5.63E+01
288 ,3.64E-01,4.38E-01,6.77E-02,5.00E-01,2.69E-01,7.16E-01,3.29E+01
289 ,1.00E+00,3.79E-01,4.65E-02,6.00E-01,5.62E-01,7.47E-01,5.10E+01
290 ,7.27E-01,3.17E-01,4.11E-02,5.00E-01,6.05E-01,7.54E-01,4.45E+01
291 ,4.54E-01,8.61E-01,7.22E-02,0.00E+00,4.86E-01,6.60E-01,3.70E+01
292 ,1.81E-01,7.76E-02,5.12E-03,7.00E-01,3.07E-01,6.86E-01,5.44E+01
293 ,4.54E-01,4.00E-01,5.76E-02,5.00E-01,2.99E-01,6.52E-01,2.45E+01
294 ,0.00E+00,2.88E-01,5.57E-02,7.00E-01,4.28E-01,7.67E-01,4.25E+01
295 ,9.09E-01,6.03E-01,4.83E-02,6.00E-01,5.76E-01,7.32E-01,3.81E+01
296 ,5.46E-01,4.16E-01,3.34E-01,3.00E-01,3.75E-01,4.20E-01,2.18E+01
297 ,9.06E-02,2.85E-01,1.73E-01,4.00E-01,7.23E-01,6.58E-01,3.41E+01
298 ,1.81E-01,7.97E-01,8.41E-02,4.00E-01,4.60E-01,7.79E-01,2.85E+01
299 ,7.27E-01,3.81E-01,6.28E-01,0.00E+00,1.15E-01,3.27E-01,1.67E+01
300 ,5.46E-01,7.58E-01,1.52E-02,1.00E+00,6.02E-01,7.23E-01,4.61E+01
301 ,4.54E-01,5.71E-02,2.06E-02,4.00E-01,4.23E-01,7.16E-01,3.69E+01
302 ,9.06E-02,8.68E-01,6.78E-02,0.00E+00,4.87E-01,6.57E-01,3.57E+01
303 ,9.09E-01,3.77E-01,3.50E-01,3.00E-01,3.25E-01,4.32E-01,2.32E+01
304 ,9.09E-01,8.74E-01,6.44E-02,0.00E+00,4.79E-01,6.55E-01,3.84E+01
305 ,8.19E-01,4.57E-01,2.48E-01,3.00E-01,4.14E-01,4.65E-01,2.94E+01
306 ,4.54E-01,3.70E-01,4.11E-02,5.00E-01,6.05E-01,7.54E-01,5.50E+01
307 ,9.09E-01,3.29E-01,2.27E-02,1.00E-01,5.04E-01,6.07E-01,5.02E+01
308 ,1.81E-01,2.35E-01,4.73E-01,0.00E+00,2.73E-01,1.00E+00,2.47E+01
309 ,8.19E-01,3.74E-01,4.11E-02,5.00E-01,6.05E-01,7.54E-01,5.30E+01
310 ,6.36E-01,6.92E-01,1.92E-01,0.00E+00,2.03E-01,6.04E-01,1.91E+01
311 ,1.00E+00,3.74E-01,2.51E-01,2.00E-01,2.65E-01,8.43E-01,2.47E+01
312 ,5.46E-01,4.86E-01,7.96E-02,4.00E-01,5.11E-01,6.97E-01,4.22E+01
313 ,1.00E+00,8.08E-01,4.57E-02,9.00E-01,4.68E-01,7.24E-01,7.80E+01
314 ,7.27E-01,1.89E-01,1.26E-02,5.00E-01,4.20E-01,7.24E-01,4.28E+01
315 ,6.36E-01,8.45E-02,8.58E-02,6.00E-01,4.84E-01,7.95E-01,4.16E+01
316 ,4.54E-01,3.56E-01,2.68E-01,2.00E-01,6.20E-01,4.81E-01,2.73E+01
317 ,6.36E-01,3.04E-01,3.52E-02,7.00E-01,4.12E-01,7.49E-01,4.20E+01
318 ,9.06E-02,3.56E-01,1.13E-01,2.00E-01,5.56E-01,6.58E-01,3.75E+01
319 ,7.27E-01,1.62E-01,5.51E-02,1.00E+00,6.22E-01,6.91E-01,4.98E+01
320 ,6.36E-01,7.90E-01,3.86E-02,5.00E-01,2.85E-01,7.03E-01,2.69E+01
321 ,9.06E-02,3.08E-01,6.46E-01,0.00E+00,8.22E-02,3.27E-01,1.86E+01
322 ,2.73E-01,3.86E-01,1.46E-01,4.00E-01,6.87E-01,6.53E-01,3.77E+01
323 ,3.64E-01,2.95E-01,2.54E-02,1.00E-01,5.07E-01,6.07E-01,3.31E+01
324 ,8.19E-01,6.53E-01,2.69E-02,6.00E-01,5.36E-01,7.64E-01,4.25E+01
325 ,0.00E+00,2.83E-01,2.61E-01,2.00E-01,3.88E-01,4.65E-01,3.13E+01
326 ,4.54E-01,8.36E-01,7.20E-02,8.00E-01,4.61E-01,7.70E-01,3.81E+01
327 ,9.09E-01,9.36E-02,5.12E-03,7.00E-01,3.07E-01,6.86E-01,6.21E+01
328 ,8.19E-01,7.99E-02,1.14E-01,3.00E-01,5.25E-01,8.21E-01,3.67E+01
329 ,1.81E-01,3.63E-01,2.28E-01,3.00E-01,4.60E-01,4.68E-01,2.36E+01
330 ,3.64E-01,3.11E-01,6.46E-01,0.00E+00,8.22E-02,3.27E-01,1.92E+01
331 ,4.54E-01,7.31E-01,1.75E-01,0.00E+00,2.09E-01,6.14E-01,1.28E+01
332 ,7.27E-01,5.84E-01,6.96E-01,0.00E+00,1.96E-01,2.41E-01,1.56E+01
333 ,5.46E-01,9.09E-01,9.19E-02,2.00E-01,5.30E-01,6.60E-01,3.96E+01
334 ,9.06E-02,1.78E-01,1.26E-02,5.00E-01,4.20E-01,7.24E-01,3.84E+01
335 ,2.73E-01,6.85E-01,1.53E-01,5.00E-01,7.03E-01,6.59E-01,2.28E+01
336 ,1.00E+00,6.23E-01,4.86E-02,6.00E-01,3.91E-01,7.24E-01,3.65E+01
337 ,1.81E-01,1.16E-01,2.85E-01,2.00E-01,6.30E-01,4.74E-01,3.56E+01
338 ,1.81E-01,7.15E-01,8.93E-02,5.00E-01,4.44E-01,7.87E-01,3.09E+01
339 ,2.73E-01,7.19E-01,3.63E-02,9.00E-01,4.44E-01,7.52E-01,3.63E+01
340 ,7.27E-01,3.88E-02,4.74E-02,5.00E-01,6.12E-01,7.59E-01,5.04E+01
341 ,7.27E-01,7.67E-01,3.83E-02,0.00E+00,4.94E-01,6.37E-01,4.29E+01
342 ,3.64E-01,2.97E-01,1.12E-01,2.00E-01,5.05E-01,8.19E-01,3.70E+01
343 ,0.00E+00,1.30E-01,1.04E-02,9.00E-01,5.12E-01,7.50E-01,5.35E+01
344 ,3.64E-01,7.65E-01,8.35E-02,8.00E-01,6.08E-01,6.73E-01,4.66E+01
345 ,9.09E-01,7.90E-01,4.74E-01,0.00E+00,7.99E-01,4.53E-01,4.12E+01
346 ,0.00E+00,0.00E+00,2.51E-02,0.00E+00,4.73E-01,6.27E-01,3.79E+01
347 ,8.19E-01,3.01E-01,2.61E-01,2.00E-01,3.88E-01,4.65E-01,3.08E+01
348 ,1.00E+00,3.97E-01,1.00E+00,1.00E-01,3.04E-01,0.00E+00,1.12E+01
349 ,1.81E-01,1.05E-01,3.65E-02,6.00E-01,5.31E-01,7.72E-01,5.37E+01
350 ,9.06E-02,1.78E-01,1.26E-02,5.00E-01,4.20E-01,7.24E-01,4.70E+01
351 ,3.64E-01,3.01E-01,7.25E-02,5.00E-01,4.01E-01,6.88E-01,4.23E+01
352 ,1.81E-01,9.13E-02,3.34E-01,3.00E-01,3.78E-01,4.19E-01,2.86E+01
353 ,1.81E-01,4.20E-01,4.10E-01,3.00E-01,3.56E-01,3.75E-01,2.57E+01
354 ,9.09E-01,9.36E-02,3.29E-01,3.00E-01,3.75E-01,4.24E-01,3.13E+01
355 ,8.19E-01,2.79E-01,2.07E-01,1.00E-01,2.42E-01,8.08E-01,3.01E+01
356 ,6.36E-01,8.68E-02,5.58E-02,5.00E-01,5.91E-01,7.59E-01,6.07E+01
357 ,1.81E-01,2.35E-01,2.91E-02,1.00E-01,5.10E-01,6.09E-01,4.53E+01
358 ,8.19E-01,0.00E+00,4.88E-02,9.00E-01,4.42E-01,7.61E-01,4.49E+01
359 ,5.46E-01,2.51E-02,2.63E-02,6.00E-01,4.08E-01,7.26E-01,4.51E+01
360 ,9.09E-01,1.28E-01,3.69E-01,0.00E+00,2.78E-01,9.29E-01,2.47E+01
361 ,0.00E+00,7.51E-01,9.89E-03,1.00E+00,6.17E-01,7.19E-01,4.71E+01
362 ,4.54E-01,9.45E-01,3.99E-02,8.00E-01,5.01E-01,7.27E-01,6.33E+01
363 ,8.19E-01,3.90E-01,1.46E-01,4.00E-01,6.87E-01,6.53E-01,4.00E+01
364 ,9.09E-01,7.37E-01,1.34E-02,1.00E+00,6.03E-01,7.26E-01,4.80E+01
365 ,8.19E-01,8.06E-01,9.14E-02,7.00E-01,5.70E-01,6.81E-01,3.31E+01
366 ,2.73E-01,3.95E-01,3.46E-01,4.00E-01,3.61E-01,4.17E-01,2.95E+01
367 ,9.06E-02,3.24E-01,2.75E-01,1.00E-01,2.36E-01,8.52E-01,2.48E+01
368 ,1.81E-01,3.42E-01,2.79E-01,2.00E-01,3.95E-01,4.51E-01,2.09E+01
369 ,8.19E-01,4.16E-01,5.07E-02,1.00E-01,5.26E-01,6.22E-01,4.31E+01
370 ,0.00E+00,4.61E-01,3.34E-01,3.00E-01,3.77E-01,4.19E-01,2.28E+01
371 ,9.06E-02,3.63E-01,4.11E-02,5.00E-01,6.05E-01,7.54E-01,4.21E+01
372 ,9.09E-01,9.36E-02,4.48E-02,5.00E-01,2.89E-01,7.12E-01,5.17E+01
373 ,3.64E-01,7.74E-01,2.08E-02,7.00E-01,4.15E-01,7.38E-01,4.15E+01
374 ,4.54E-01,0.00E+00,3.88E-02,1.00E-01,5.18E-01,6.15E-01,5.22E+01
375 ,6.36E-01,1.23E-01,5.68E-02,5.00E-01,5.73E-01,7.43E-01,4.95E+01
376 ,6.36E-01,4.95E-01,1.76E-01,0.00E+00,3.58E-01,8.26E-01,2.38E+01
377 ,8.19E-01,3.36E-01,2.62E-01,2.00E-01,3.93E-01,4.63E-01,3.05E+01
378 ,7.27E-01,8.90E-02,4.06E-03,8.00E-01,3.19E-01,6.90E-01,5.68E+01
379 ,7.27E-01,8.52E-01,8.73E-02,8.00E-01,4.69E-01,7.85E-01,3.74E+01
380 ,7.27E-01,0.00E+00,4.17E-02,6.00E-01,5.50E-01,7.66E-01,6.97E+01
381 ,7.27E-01,3.22E-01,4.11E-02,5.00E-01,6.05E-01,7.54E-01,5.33E+01
382 ,8.19E-01,1.83E-01,1.69E-02,9.00E-01,6.17E-01,7.15E-01,4.73E+01
383 ,3.64E-01,3.72E-01,5.42E-01,0.00E+00,0.00E+00,4.58E-01,2.93E+01
384 ,0.00E+00,6.64E-01,7.47E-02,4.00E-01,5.62E-01,7.05E-01,4.03E+01
385 ,9.06E-02,3.68E-01,6.25E-01,0.00E+00,1.32E-01,3.22E-01,1.29E+01
386 ,3.64E-01,4.18E-01,9.20E-03,1.00E+00,6.17E-01,7.20E-01,4.66E+01
387 ,1.81E-01,0.00E+00,2.51E-02,0.00E+00,4.73E-01,6.27E-01,5.53E+01
388 ,6.36E-01,3.70E-01,3.22E-01,3.00E-01,3.44E-01,4.43E-01,2.56E+01
389 ,9.09E-01,2.37E-01,3.45E-01,4.00E-01,3.33E-01,4.31E-01,2.73E+01
390 ,6.36E-01,9.34E-01,1.53E-02,8.00E-01,4.30E-01,7.42E-01,6.77E+01
391 ,9.09E-01,7.49E-01,5.48E-02,9.00E-01,4.78E-01,7.54E-01,3.86E+01
392 ,1.00E+00,1.42E-01,2.96E-01,1.00E-01,2.36E-01,8.66E-01,3.13E+01
393 ,4.54E-01,9.75E-01,6.50E-02,6.00E-01,5.72E-01,7.03E-01,3.53E+01
394 ,3.64E-01,3.86E-01,1.46E-01,4.00E-01,6.87E-01,6.53E-01,4.03E+01
395 ,9.09E-01,7.44E-01,6.36E-01,1.00E-01,2.83E-01,2.46E-01,2.47E+01
396 ,2.73E-01,4.84E-01,7.57E-02,4.00E-01,5.08E-01,7.00E-01,4.25E+01
397 ,0.00E+00,8.47E-01,1.38E-01,1.00E-01,4.84E-01,8.31E-01,3.19E+01
398 ,8.19E-01,2.99E-01,1.77E-01,4.00E-01,7.21E-01,6.53E-01,3.22E+01
399 ,8.19E-01,3.36E-01,2.62E-01,2.00E-01,3.93E-01,4.63E-01,2.30E+01
400 ,2.73E-01,2.90E-01,2.27E-02,1.00E-01,5.05E-01,6.07E-01,3.73E+01
401 ,6.36E-01,6.12E-01,7.11E-02,5.00E-01,5.12E-01,7.02E-01,3.55E+01
402 ,4.54E-01,1.74E-01,3.33E-01,3.00E-01,3.75E-01,4.21E-01,2.77E+01
403 ,1.81E-01,2.90E-01,2.54E-02,1.00E-01,5.07E-01,6.07E-01,2.85E+01
404 ,0.00E+00,7.05E-01,2.14E-02,9.00E-01,6.24E-01,7.13E-01,3.97E+01
405 ,7.27E-01,3.74E-01,4.11E-02,5.00E-01,6.05E-01,7.54E-01,4.12E+01
406 ,0.00E+00,5.25E-01,1.66E-02,6.00E-01,2.98E-01,6.91E-01,3.72E+01
407 ,5.46E-01,4.34E-02,5.39E-02,7.00E-01,4.95E-01,7.20E-01,4.05E+01
408 ,3.64E-01,1.19E-01,3.69E-01,0.00E+00,2.78E-01,9.29E-01,2.23E+01
409 ,8.19E-01,4.22E-01,3.33E-01,3.00E-01,3.78E-01,4.19E-01,2.81E+01
410 ,3.64E-01,3.13E-01,6.28E-01,0.00E+00,1.15E-01,3.27E-01,1.54E+01
411 ,0.00E+00,1.28E-01,1.04E-02,9.00E-01,5.12E-01,7.50E-01,5.00E+01
412 ,6.36E-01,4.29E-01,5.69E-02,7.00E-01,5.71E-01,7.15E-01,4.06E+01
413 ,3.64E-01,1.85E-01,1.26E-02,5.00E-01,4.20E-01,7.24E-01,5.25E+01
414 ,9.09E-01,1.48E-01,1.04E-02,9.00E-01,5.12E-01,7.50E-01,6.39E+01
